MPNKEY,MANUFACTURER,MANUCODE,MPN,OOMPIDPARTIAL,OOMPID,LINK,DESCRIPTION,TAGS
MPN-C-4UCON-16218,4Ucon Online Connectors,C-4UCON,16218,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16218,1.27X2.54 PIN HEADER DIP 180° 2X15PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16219,4Ucon Online Connectors,C-4UCON,16219,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16219,1.27X2.54 PIN HEADER DIP 180° 2X16PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16220,4Ucon Online Connectors,C-4UCON,16220,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16220,1.27X2.54 PIN HEADER DIP 180° 2X17PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16221,4Ucon Online Connectors,C-4UCON,16221,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16221,1.27X2.54 PIN HEADER DIP 180° 2X18PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16222,4Ucon Online Connectors,C-4UCON,16222,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16222,1.27X2.54 PIN HEADER DIP 180° 2X19PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16223,4Ucon Online Connectors,C-4UCON,16223,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16223,1.27X2.54 PIN HEADER DIP 180° 2X20PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16224,4Ucon Online Connectors,C-4UCON,16224,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16224,1.27X2.54 PIN HEADER DIP 180° 2X21PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16225,4Ucon Online Connectors,C-4UCON,16225,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16225,1.27X2.54 PIN HEADER DIP 180° 2X22PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16226,4Ucon Online Connectors,C-4UCON,16226,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16226,1.27X2.54 PIN HEADER DIP 180° 2X23PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16227,4Ucon Online Connectors,C-4UCON,16227,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16227,1.27X2.54 PIN HEADER DIP 180° 2X24PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16228,4Ucon Online Connectors,C-4UCON,16228,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16228,1.27X2.54 PIN HEADER DIP 180° 2X25PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16229,4Ucon Online Connectors,C-4UCON,16229,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16229,1.27X2.54 PIN HEADER DIP 180° 2X27PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16230,4Ucon Online Connectors,C-4UCON,16230,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16230,1.27X2.54 PIN HEADER DIP 180° 2X28PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16231,4Ucon Online Connectors,C-4UCON,16231,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16231,1.27X2.54 PIN HEADER DIP 180° 2X29PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16232,4Ucon Online Connectors,C-4UCON,16232,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16232,1.27X2.54 PIN HEADER DIP 180° 2X30PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16233,4Ucon Online Connectors,C-4UCON,16233,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16233,1.27X2.54 PIN HEADER DIP 180° 2X31PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16234,4Ucon Online Connectors,C-4UCON,16234,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16234,1.27X2.54 PIN HEADER DIP 180° 2X32PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16235,4Ucon Online Connectors,C-4UCON,16235,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16235,1.27X2.54 PIN HEADER DIP 180° 2X33PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16236,4Ucon Online Connectors,C-4UCON,16236,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16236,1.27X2.54 PIN HEADER DIP 180° 2X34PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16237,4Ucon Online Connectors,C-4UCON,16237,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16237,1.27X2.54 PIN HEADER DIP 180° 2X35PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16238,4Ucon Online Connectors,C-4UCON,16238,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16238,1.27X2.54 PIN HEADER DIP 180° 2X36PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16239,4Ucon Online Connectors,C-4UCON,16239,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16239,1.27X2.54 PIN HEADER DIP 180° 2X37PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16240,4Ucon Online Connectors,C-4UCON,16240,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16240,1.27X2.54 PIN HEADER DIP 180° 2X38PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16241,4Ucon Online Connectors,C-4UCON,16241,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16241,1.27X2.54 PIN HEADER DIP 180° 2X39PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16242,4Ucon Online Connectors,C-4UCON,16242,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16242,1.27X2.54 PIN HEADER DIP 180° 2X40PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16245,4Ucon Online Connectors,C-4UCON,16245,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16245,1.27X2.54 PIN HEADER DIP 180° 1X05 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16246,4Ucon Online Connectors,C-4UCON,16246,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16246,1.27X2.54 PIN HEADER DIP 180° 1X09 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16247,4Ucon Online Connectors,C-4UCON,16247,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16247,1.27X2.54 PIN HEADER DIP 180° 1X10 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16248,4Ucon Online Connectors,C-4UCON,16248,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16248,1.27X2.54 PIN HEADER DIP 180° 1X11 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16249,4Ucon Online Connectors,C-4UCON,16249,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16249,1.27X2.54 PIN HEADER DIP 180° 1X12 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16250,4Ucon Online Connectors,C-4UCON,16250,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16250,1.27X2.54 PIN HEADER DIP 180° 1X13 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16251,4Ucon Online Connectors,C-4UCON,16251,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16251,1.27X2.54 PIN HEADER DIP 180° 1X14 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16252,4Ucon Online Connectors,C-4UCON,16252,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16252,1.27X2.54 PIN HEADER DIP 180° 1X15 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16253,4Ucon Online Connectors,C-4UCON,16253,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16253,1.27X2.54 PIN HEADER DIP 180° 1X16 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16254,4Ucon Online Connectors,C-4UCON,16254,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16254,1.27X2.54 PIN HEADER DIP 180° 1X17 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16255,4Ucon Online Connectors,C-4UCON,16255,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16255,1.27X2.54 PIN HEADER DIP 180° 1X18 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16256,4Ucon Online Connectors,C-4UCON,16256,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16256,1.27X2.54 PIN HEADER DIP 180° 1X19 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16257,4Ucon Online Connectors,C-4UCON,16257,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16257,1.27X2.54 PIN HEADER DIP 180° 1X20 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16258,4Ucon Online Connectors,C-4UCON,16258,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16258,1.27X2.54 PIN HEADER DIP 180° 1X21 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16259,4Ucon Online Connectors,C-4UCON,16259,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16259,1.27X2.54 PIN HEADER DIP 180° 1X22 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16260,4Ucon Online Connectors,C-4UCON,16260,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16260,1.27X2.54 PIN HEADER DIP 180° 1X23 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16261,4Ucon Online Connectors,C-4UCON,16261,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16261,1.27X2.54 PIN HEADER DIP 180° 1X24 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16262,4Ucon Online Connectors,C-4UCON,16262,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16262,1.27X2.54 PIN HEADER DIP 180° 1X25 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16263,4Ucon Online Connectors,C-4UCON,16263,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16263,1.27X2.54 PIN HEADER DIP 180° 1X26 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16264,4Ucon Online Connectors,C-4UCON,16264,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16264,1.27X2.54 PIN HEADER DIP 180° 1X27 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16265,4Ucon Online Connectors,C-4UCON,16265,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16265,1.27X2.54 PIN HEADER DIP 180° 1X28 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16266,4Ucon Online Connectors,C-4UCON,16266,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16266,1.27X2.54 PIN HEADER DIP 180° 1X29 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16267,4Ucon Online Connectors,C-4UCON,16267,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16267,1.27X2.54 PIN HEADER DIP 180° 1X30 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16268,4Ucon Online Connectors,C-4UCON,16268,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16268,1.27X2.54 PIN HEADER DIP 180° 1X31 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16269,4Ucon Online Connectors,C-4UCON,16269,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16269,1.27X2.54 PIN HEADER DIP 180° 1X32 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16270,4Ucon Online Connectors,C-4UCON,16270,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16270,1.27X2.54 PIN HEADER DIP 180° 1X33 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16271,4Ucon Online Connectors,C-4UCON,16271,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16271,1.27X2.54 PIN HEADER DIP 180° 1X34 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16272,4Ucon Online Connectors,C-4UCON,16272,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16272,1.27X2.54 PIN HEADER DIP 180° 1X35 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16273,4Ucon Online Connectors,C-4UCON,16273,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16273,1.27X2.54 PIN HEADER DIP 180° 1X36 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16274,4Ucon Online Connectors,C-4UCON,16274,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16274,1.27X2.54 PIN HEADER DIP 180° 2X03PIN HEIGHT=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16275,4Ucon Online Connectors,C-4UCON,16275,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16275,1.27X2.54 PIN HEADER DIP 180° 1X38 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16276,4Ucon Online Connectors,C-4UCON,16276,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16276,1.27X2.54 PIN HEADER DIP 180° 1X39 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16277,4Ucon Online Connectors,C-4UCON,16277,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16277,1.27X2.54 PIN HEADER DIP 180° 1X40 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16278,4Ucon Online Connectors,C-4UCON,16278,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16278,1.27X2.54 PIN HEADER DIP 180° 1X37 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-16294,4Ucon Online Connectors,C-4UCON,16294,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16294,1.27X2.54 PIN HEADER DIP 180° 2X20PIN HEIGHT=1.7MM  TL=7.1MM (2.8+1.7+DIP2.6)    GOLD FLASH WITHSTAND HIGH TEMPERATURE 　,[]
MPN-C-4UCON-07886,4Ucon Online Connectors,C-4UCON,07886,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=07886,1.27X2.54 PIN HEADER DIP 180° 1X25PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00002,4Ucon Online Connectors,C-4UCON,00002,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00002,1.27X2.54 PIN HEADER DIP 180° 1X03 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00003,4Ucon Online Connectors,C-4UCON,00003,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00003,1.27X2.54 PIN HEADER DIP 180° 1X04 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00004,4Ucon Online Connectors,C-4UCON,00004,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00004,1.27X2.54 PIN HEADER DIP 180° 1X06 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00005,4Ucon Online Connectors,C-4UCON,00005,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00005,1.27X2.54 PIN HEADER DIP 180° 1X08 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00006,4Ucon Online Connectors,C-4UCON,00006,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00006,1.27X2.54 PIN HEADER DIP 180° 1X05PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00008,4Ucon Online Connectors,C-4UCON,00008,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00008,1.27X2.54 PIN HEADER DIP 180° 1X07 H=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00009,4Ucon Online Connectors,C-4UCON,00009,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00009,1.27X2.54 PIN HEADER DIP 180° 1X10PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00010,4Ucon Online Connectors,C-4UCON,00010,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00010,1.27X2.54 PIN HEADER DIP 180° 1X11PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00011,4Ucon Online Connectors,C-4UCON,00011,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00011,1.27X2.54 PIN HEADER DIP 180° 1X12PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00016,4Ucon Online Connectors,C-4UCON,00016,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00016,1.27X2.54 PIN HEADER DIP 180° 1X16PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00018,4Ucon Online Connectors,C-4UCON,00018,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00018,1.27X2.54 PIN HEADER DIP 180° 1X32PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00023,4Ucon Online Connectors,C-4UCON,00023,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00023,1.27X2.54 PIN HEADER DIP 180° 1X03PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00025,4Ucon Online Connectors,C-4UCON,00025,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00025,1.27X2.54 PIN HEADER DIP 180° 1X06PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00026,4Ucon Online Connectors,C-4UCON,00026,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00026,1.27X2.54 PIN HEADER DIP 180° 1X08PIN HEIGHT=2.54MM GOLD FLASH HIGH TEMPERATURE　,[]
MPN-C-4UCON-00039,4Ucon Online Connectors,C-4UCON,00039,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00039,1.27X2.54 PIN HEADER DIP 180° 2X30PIN HEIGHT=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00040,4Ucon Online Connectors,C-4UCON,00040,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00040,1.27X2.54 PIN HEADER DIP 180° 2X40PIN HEIGHT=1.7MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00041,4Ucon Online Connectors,C-4UCON,00041,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00041,1.27X2.54 PIN HEADER DIP 180° 2X06PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00042,4Ucon Online Connectors,C-4UCON,00042,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00042,1.27X2.54 PIN HEADER DIP 180° 2X12PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-00043,4Ucon Online Connectors,C-4UCON,00043,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=00043,1.27X2.54 PIN HEADER DIP 180° 2X26PIN HEIGHT=2.54MM GOLD FLASH WITHSTAND HIGH TEMPERATURE　,[]
MPN-C-4UCON-11277,4Ucon Online Connectors,C-4UCON,11277,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11277,1.27X2.54 FEMALE HEADER DIP 180° H=8.5MM1X27PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-11278,4Ucon Online Connectors,C-4UCON,11278,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=11278,1.27X2.54 FEMALE HEADER DIP 180° H=8.5MM1X34PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-13806,4Ucon Online Connectors,C-4UCON,13806,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=13806,1.27X2.54 FEMALE HEADER DIP 180° H=8.5MM2X20PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-21460,4Ucon Online Connectors,C-4UCON,21460,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=21460,1.27X2.54 FEMALE HEADER DIP 180° H=8.5MM1X05PIN GOLD FLASH  WITHSTAND HIGH TEMPERATURE TUBE　,[]
MPN-C-4UCON-22150,4Ucon Online Connectors,C-4UCON,22150,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22150,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM1X06 PIN H=6.3MM  WITHOUT POST GOLD FLASH   WITH CAP  TUBE　,[]
MPN-C-4UCON-22151,4Ucon Online Connectors,C-4UCON,22151,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22151,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM1X08 PIN H=6.3MM  WITHOUT POST GOLD FLASH   WITH CAP  TUBE　,[]
MPN-C-4UCON-22152,4Ucon Online Connectors,C-4UCON,22152,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=22152,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM1X10 PIN H=6.3MM  WITHOUT POST GOLD FLASH   WITH CAP  TUBE　,[]
MPN-C-4UCON-16709,4Ucon Online Connectors,C-4UCON,16709,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16709,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X03PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16710,4Ucon Online Connectors,C-4UCON,16710,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16710,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X04PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16711,4Ucon Online Connectors,C-4UCON,16711,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16711,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X07PIN ITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16712,4Ucon Online Connectors,C-4UCON,16712,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16712,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X08PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16713,4Ucon Online Connectors,C-4UCON,16713,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16713,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X09PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16714,4Ucon Online Connectors,C-4UCON,16714,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16714,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X10PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16715,4Ucon Online Connectors,C-4UCON,16715,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16715,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X11PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16716,4Ucon Online Connectors,C-4UCON,16716,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16716,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X12PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16717,4Ucon Online Connectors,C-4UCON,16717,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16717,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X14PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16718,4Ucon Online Connectors,C-4UCON,16718,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16718,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X15PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16719,4Ucon Online Connectors,C-4UCON,16719,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16719,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X16PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
MPN-C-4UCON-16720,4Ucon Online Connectors,C-4UCON,16720,,,https://www.4uconnector.com/online/SearchPro.asp?s_keyword=16720,1.27X2.54 FEMALE HEADER SMT STRAIGHT H=5.95MM/6.3MM2X17PIN H=5.95MM  WITHOUT POST GOLD FLASH TUBE　,[]
